numb_features,RSS,R_squared,features,min_RSS,max_R_squared
3,37064.14562891493,0.9989372852367852,"('DHI', 'DNI', 'RH')",13912.296690714167,0.9996011022827433
3,17039.00138500636,0.9995114524288898,"('DHI', 'DNI', 'T')",13912.296690714167,0.9996011022827433
3,22646.336416547576,0.9993506771669971,"('DHI', 'DNI', 'DP')",13912.296690714167,0.9996011022827433
3,819699.1816614356,0.976497328969397,"('DHI', 'WS', 'RH')",13912.296690714167,0.9996011022827433
3,1285862.5605672689,0.9631313469286056,"('DHI', 'WS', 'T')",13912.296690714167,0.9996011022827433
3,1191448.3103511084,0.9658384218081165,"('DHI', 'WS', 'DP')",13912.296690714167,0.9996011022827433
3,737483.1158252924,0.978854653695354,"('DHI', 'RH', 'T')",13912.296690714167,0.9996011022827433
3,705321.3133990796,0.9797768069426493,"('DHI', 'RH', 'DP')",13912.296690714167,0.9996011022827433
3,739160.4302409798,0.9788065612123935,"('DHI', 'T', 'DP')",13912.296690714167,0.9996011022827433
3,818855.2623423404,0.976521526087775,"('DNI', 'WS', 'RH')",13912.296690714167,0.9996011022827433
3,799167.0197801216,0.9770860335296059,"('DNI', 'WS', 'T')",13912.296690714167,0.9996011022827433
3,901446.2300979267,0.9741534520568551,"('DNI', 'WS', 'DP')",13912.296690714167,0.9996011022827433
3,612619.8629672403,0.9824347718916242,"('DNI', 'RH', 'T')",13912.296690714167,0.9996011022827433
3,588449.7330988777,0.9831277854065475,"('DNI', 'RH', 'DP')",13912.296690714167,0.9996011022827433
3,611588.5694251118,0.9824643414622652,"('DNI', 'T', 'DP')",13912.296690714167,0.9996011022827433
3,1769167.884426081,0.9492738656865608,"('WS', 'RH', 'T')",13912.296690714167,0.9996011022827433
3,1654229.318786685,0.9525694201501834,"('WS', 'RH', 'DP')",13912.296690714167,0.9996011022827433
3,1796206.3420583059,0.9484986105818564,"('WS', 'T', 'DP')",13912.296690714167,0.9996011022827433
3,3178526.5409921985,0.9088642939674965,"('RH', 'T', 'DP')",13912.296690714167,0.9996011022827433
4,49249.254847394506,0.9985879099783476,"('GHI', 'DHI', 'DNI', 'WS')",12782.724854959843,0.9996334897193238
4,33456.505158196436,0.9990407246314765,"('GHI', 'DHI', 'DNI', 'RH')",12782.724854959843,0.9996334897193238
4,13124.220988011139,0.9996236982355051,"('GHI', 'DHI', 'DNI', 'T')",12782.724854959843,0.9996334897193238
4,19383.627094024676,0.9994442265880426,"('GHI', 'DHI', 'DNI', 'DP')",12782.724854959843,0.9996334897193238
4,34778.59324096482,0.9990028173089148,"('GHI', 'DHI', 'WS', 'RH')",12782.724854959843,0.9996334897193238
4,16490.676595310502,0.9995271741685697,"('GHI', 'DHI', 'WS', 'T')",12782.724854959843,0.9996334897193238
4,23062.012305132306,0.9993387587780523,"('GHI', 'DHI', 'WS', 'DP')",12782.724854959843,0.9996334897193238
4,13806.225888285577,0.9996041435779297,"('GHI', 'DHI', 'RH', 'T')",12782.724854959843,0.9996334897193238
4,13246.61490704797,0.9996201889188197,"('GHI', 'DHI', 'RH', 'DP')",12782.724854959843,0.9996334897193238
4,12782.724854959843,0.9996334897193238,"('GHI', 'DHI', 'T', 'DP')",12782.724854959843,0.9996334897193238
4,47212.43897874767,0.9986463101992845,"('GHI', 'DNI', 'WS', 'RH')",12782.724854959843,0.9996334897193238
4,23336.245322188457,0.9993308958833103,"('GHI', 'DNI', 'WS', 'T')",12782.724854959843,0.9996334897193238
4,29026.41788467461,0.99916774547785,"('GHI', 'DNI', 'WS', 'DP')",12782.724854959843,0.9996334897193238
4,18925.234169819905,0.9994573697731785,"('GHI', 'DNI', 'RH', 'T')",12782.724854959843,0.9996334897193238
4,18133.902510591648,0.9994800590817431,"('GHI', 'DNI', 'RH', 'DP')",12782.724854959843,0.9996334897193238
4,18473.639370362976,0.9994703180403578,"('GHI', 'DNI', 'T', 'DP')",12782.724854959843,0.9996334897193238
4,107442.33684022029,0.996919379750512,"('GHI', 'WS', 'RH', 'T')",12782.724854959843,0.9996334897193238
4,105333.48470782819,0.9969798454177089,"('GHI', 'WS', 'RH', 'DP')",12782.724854959843,0.9996334897193238
4,105426.87261171147,0.996977167770552,"('GHI', 'WS', 'T', 'DP')",12782.724854959843,0.9996334897193238
4,115025.85070419264,0.9967019428717296,"('GHI', 'RH', 'T', 'DP')",12782.724854959843,0.9996334897193238
4,52721.46134671334,0.9984883537887972,"('DHI', 'DNI', 'WS', 'RH')",12782.724854959843,0.9996334897193238
4,36049.09746146987,0.9989663890149679,"('DHI', 'DNI', 'WS', 'T')",12782.724854959843,0.9996334897193238
4,38143.970337054874,0.9989063241653897,"('DHI', 'DNI', 'WS', 'DP')",12782.724854959843,0.9996334897193238
4,29678.977322630417,0.9991490350897695,"('DHI', 'DNI', 'RH', 'T')",12782.724854959843,0.9996334897193238
4,27489.024930024283,0.9992118260889649,"('DHI', 'DNI', 'RH', 'DP')",12782.724854959843,0.9996334897193238
4,26945.510301524817,0.9992274099102004,"('DHI', 'DNI', 'T', 'DP')",12782.724854959843,0.9996334897193238
4,685588.6817524655,0.9803425871221764,"('DHI', 'WS', 'RH', 'T')",12782.724854959843,0.9996334897193238
4,668737.9919859874,0.9808257353637272,"('DHI', 'WS', 'RH', 'DP')",12782.724854959843,0.9996334897193238
4,672987.590470988,0.980703889548287,"('DHI', 'WS', 'T', 'DP')",12782.724854959843,0.9996334897193238
4,720758.2734493006,0.9793341936012069,"('DHI', 'RH', 'T', 'DP')",12782.724854959843,0.9996334897193238
4,539062.9881775752,0.9845438175865542,"('DNI', 'WS', 'RH', 'T')",12782.724854959843,0.9996334897193238
4,529285.9481367744,0.9848241479331896,"('DNI', 'WS', 'RH', 'DP')",12782.724854959843,0.9996334897193238
4,531153.4660283013,0.9847706018767456,"('DNI', 'WS', 'T', 'DP')",12782.724854959843,0.9996334897193238
4,595356.4696056102,0.9829297532995936,"('DNI', 'RH', 'T', 'DP')",12782.724854959843,0.9996334897193238
4,1646007.6521741014,0.9528051543439484,"('WS', 'RH', 'T', 'DP')",12782.724854959843,0.9996334897193238
5,30209.258882199767,0.9991338306912206,"('GHI', 'DHI', 'DNI', 'WS', 'RH')",9068.893577709165,0.9997399738499965
5,12412.818340917784,0.9996440957944621,"('GHI', 'DHI', 'DNI', 'WS', 'T')",9068.893577709165,0.9997399738499965
5,18995.272279149955,0.999455361618626,"('GHI', 'DHI', 'DNI', 'WS', 'DP')",9068.893577709165,0.9997399738499965
5,9931.977959773878,0.9997152272249453,"('GHI', 'DHI', 'DNI', 'RH', 'T')",9068.893577709165,0.9997399738499965
5,9549.93313180875,0.9997261813336129,"('GHI', 'DHI', 'DNI', 'RH', 'DP')",9068.893577709165,0.9997399738499965
5,9068.893577709165,0.9997399738499965,"('GHI', 'DHI', 'DNI', 'T', 'DP')",9068.893577709165,0.9997399738499965
5,22894.54439680799,0.9993435604702409,"('GHI', 'DHI', 'WS', 'RH', 'T')",9068.893577709165,0.9997399738499965
5,21530.189985963338,0.9993826796661663,"('GHI', 'DHI', 'WS', 'RH', 'DP')",9068.893577709165,0.9997399738499965
5,20696.529258287195,0.9994065826470061,"('GHI', 'DHI', 'WS', 'T', 'DP')",9068.893577709165,0.9997399738499965
5,21888.97892978139,0.9993723923574748,"('GHI', 'DHI', 'RH', 'T', 'DP')",9068.893577709165,0.9997399738499965
5,32504.598115802582,0.9990680180075949,"('GHI', 'DNI', 'WS', 'RH', 'T')",9068.893577709165,0.9997399738499965
5,31297.759553666892,0.9991026208598941,"('GHI', 'DNI', 'WS', 'RH', 'DP')",9068.893577709165,0.9997399738499965
5,31359.344712815382,0.9991008550709704,"('GHI', 'DNI', 'WS', 'T', 'DP')",9068.893577709165,0.9997399738499965
5,31568.822290763776,0.9990948488644096,"('GHI', 'DNI', 'RH', 'T', 'DP')",9068.893577709165,0.9997399738499965
5,112365.7834229463,0.9967782131518873,"('GHI', 'WS', 'RH', 'T', 'DP')",9068.893577709165,0.9997399738499965
5,60796.06459905863,0.9982568362416432,"('DHI', 'DNI', 'WS', 'RH', 'T')",9068.893577709165,0.9997399738499965
5,57369.29820467489,0.9983550895583083,"('DHI', 'DNI', 'WS', 'RH', 'DP')",9068.893577709165,0.9997399738499965
5,54747.59494959809,0.998430259853122,"('DHI', 'DNI', 'WS', 'T', 'DP')",9068.893577709165,0.9997399738499965
5,56407.78963422675,0.9983826582324389,"('DHI', 'DNI', 'RH', 'T', 'DP')",9068.893577709165,0.9997399738499965
5,663505.716941074,0.9809757567885051,"('DHI', 'WS', 'RH', 'T', 'DP')",9068.893577709165,0.9997399738499965
5,513834.22361591016,0.9852671846061472,"('DNI', 'WS', 'RH', 'T', 'DP')",9068.893577709165,0.9997399738499965
6,13448.76737996569,0.999614392739959,"('GHI', 'DHI', 'DNI', 'WS', 'RH', 'T')",11532.08508473816,0.9996693484535459
6,12684.632794285,0.9996363022455338,"('GHI', 'DHI', 'DNI', 'WS', 'RH', 'DP')",11532.08508473816,0.9996693484535459
6,11532.08508473816,0.9996693484535459,"('GHI', 'DHI', 'DNI', 'WS', 'T', 'DP')",11532.08508473816,0.9996693484535459
6,12037.83710577763,0.9996548473735893,"('GHI', 'DHI', 'DNI', 'RH', 'T', 'DP')",11532.08508473816,0.9996693484535459
6,33007.755350745305,0.999053591326156,"('GHI', 'DHI', 'WS', 'RH', 'T', 'DP')",11532.08508473816,0.9996693484535459
6,46338.12573231063,0.9986713787818431,"('GHI', 'DNI', 'WS', 'RH', 'T', 'DP')",11532.08508473816,0.9996693484535459
6,91226.47238399563,0.9973843260824322,"('DHI', 'DNI', 'WS', 'RH', 'T', 'DP')",11532.08508473816,0.9996693484535459
7,16113.839419506103,0.9995379789618076,"('GHI', 'DHI', 'DNI', 'WS', 'RH', 'T', 'DP')",16113.839419506103,0.9995379789618076
